ID,education_level,years_experience,job_title,industry,location,company_size,certifications,age,working_hours,crucial_code,salary
4281,PhD,19,Data Scientist,Healthcare,London,Medium,,,37,IUK189,119116.6992
4282,Masters,4,Data Scientist,Healthcare,London,Large,4,,31,KIU507,79508.06021
4283,High School,0,Manager,IT,New York,Medium,3,22,57,IEZ660,82226.68286
4284,Bachelors,8,Software Engineer,Education,San Francisco,Large,,50,49,LYN372,85228.20139
4285,High School,14,Analyst,Finance,Bangalore,Large,1,56,34,NPJ723,86616.97364
4286,,12,Data Scientist,Healthcare,New York,Large,1,46,44,RJF719,77341.28732
4287,Masters,10,Software Engineer,IT,Bangalore,Medium,2,52,47,IXI901,71270.17517
4288,High School,12,Data Scientist,Healthcare,London,Large,1,56,31,BKW906,98213.66353
4289,PhD,9,Data Scientist,Education,San Francisco,Large,0,38,34,WIB762,104881.0026
4290,Bachelors,12,Manager,Education,San Francisco,Small,4,33,39,IMQ309,
4291,PhD,10,,Healthcare,New York,Large,0,53,38,FPC473,75516.47837
4292,Bachelors,10,Software Engineer,IT,San Francisco,Large,0,42,52,GCW171,85587.1798
4293,High School,17,Analyst,Finance,San Francisco,Medium,3,37,,JLQ915,91900.77489
4294,Masters,3,,Education,Bangalore,Large,0,,49,YQH111,59957.59915
4295,,5,Analyst,Healthcare,London,Medium,3,,41,JIA199,74396.30055
4296,Bachelors,18,Manager,Finance,London,Medium,,28,51,TIK777,99255.54319
4297,Bachelors,18,Software Engineer,Education,New York,Large,4,27,59,FFK943,85908.38133
4298,Masters,8,Software Engineer,Healthcare,San Francisco,Large,4,45,43,PDB491,87553.84492
4299,Masters,15,Software Engineer,Education,Bangalore,Small,4,40,52,HQH967,87346.10672
4300,High School,18,Data Scientist,Education,New York,Medium,0,50,37,MMD267,88051.38693
4301,High School,0,Manager,IT,New York,Medium,0,51,31,BJG007,71137.39857
4302,High School,2,Software Engineer,,Bangalore,Small,2,42,59,SPE234,63563.3472
4303,High School,19,Software Engineer,Finance,San Francisco,,3,56,48,,95805.89724
4304,High School,6,Analyst,Education,New York,Medium,1,52,40,ZNP691,61318.97803
4305,PhD,,Manager,Education,London,Small,0,47,32,JMK591,116374.7413
4306,High School,11,Analyst,Finance,Bangalore,Small,,37,41,MZL190,
4307,Masters,15,Manager,Education,Bangalore,Large,2,53,59,PCI701,84203.42234
4308,Masters,5,Software Engineer,IT,London,Large,1,30,32,PPX433,69052.3281
4309,High School,15,Analyst,IT,San Francisco,Medium,4,47,50,ZUX981,85134.23496
4310,High School,9,Software Engineer,Healthcare,Bangalore,Large,,39,57,TGE059,62837.89562
4311,Masters,15,,IT,San Francisco,Medium,4,26,39,QDH870,118327.486
4312,Masters,16,Software Engineer,Healthcare,New York,Medium,0,31,54,ADW915,84818.1822
4313,Masters,16,Analyst,Finance,Bangalore,Small,2,,52,TAF721,96742.32488
4314,PhD,18,Analyst,Healthcare,San Francisco,Medium,1,53,37,WNN074,108200.7329
4315,PhD,,Software Engineer,Education,New York,Medium,2,44,44,WHB842,69583.4494
4316,,4,Manager,IT,London,Small,1,53,31,EIS358,80128.00268
4317,PhD,12,Data Scientist,Education,San Francisco,Medium,,27,51,HJB094,137813.4174
4318,PhD,13,Analyst,IT,San Francisco,Small,0,41,,WVB092,96215.64809
4319,High School,17,Analyst,Finance,New York,Medium,2,36,37,RSG168,
4320,Masters,14,Analyst,Finance,New York,Medium,0,57,43,KDI068,86847.15062
4321,High School,6,Manager,Finance,Bangalore,Medium,0,29,37,UXR688,66611.70324
4322,Bachelors,1,Analyst,IT,London,Medium,4,53,59,PMA213,64023.79881
4323,High School,19,Analyst,IT,Bangalore,Medium,4,45,58,ENU905,79093.56073
4324,High School,13,Data Scientist,Finance,London,Large,,34,31,EEO844,98497.27513
4325,Masters,10,Data Scientist,Finance,London,,1,31,33,,96320.20757
4326,PhD,17,,Finance,San Francisco,Medium,1,55,53,GWI792,125762.7518
4327,High School,15,Data Scientist,,Bangalore,Medium,3,43,59,JHH726,87540.11945
4328,Masters,17,Manager,,London,Large,3,31,53,RAX389,104041.6181
4329,High School,8,Analyst,Healthcare,New York,Medium,1,44,43,MRE636,63713.69092
4330,Bachelors,5,Manager,Education,San Francisco,Small,4,37,38,QDN577,86209.58038
4331,,13,Manager,Finance,San Francisco,Small,3,34,47,DEP839,105835.4856
4332,PhD,7,Manager,Finance,San Francisco,Medium,2,50,40,WJZ176,120827.2157
4333,Bachelors,6,Software Engineer,Healthcare,New York,Medium,,24,36,LNT459,64581.14134
4334,Masters,8,Manager,Finance,Bangalore,Medium,0,41,56,GSS926,82682.90036
4335,Masters,5,Analyst,Education,Bangalore,Large,0,44,48,OXU890,66474.52128
4336,Bachelors,6,Analyst,Healthcare,New York,Large,2,55,34,MPM607,59167.02094
4337,PhD,,Analyst,Finance,London,,3,36,32,,110601.8272
4338,High School,4,Analyst,Finance,London,Medium,0,36,52,GIW781,64056.4939
4339,High School,12,,Finance,Bangalore,Small,1,26,39,EDI218,73721.39462
4340,Bachelors,13,Manager,Finance,San Francisco,Large,2,37,35,VLY741,98205.8027
4341,High School,3,Data Scientist,Education,Bangalore,Large,0,28,57,MPZ023,64449.42256
4342,PhD,5,Analyst,Healthcare,New York,Small,4,,57,QTB011,90317.54167
4343,Bachelors,12,Software Engineer,Finance,San Francisco,Medium,2,,41,EED628,82072.06358
4344,Bachelors,12,Analyst,Healthcare,London,Large,2,43,42,AOC133,
4345,Masters,11,Software Engineer,Finance,New York,Medium,0,59,51,KTI342,89187.97617
4346,PhD,,Manager,Education,London,Small,2,53,37,KYK646,101276.1847
4347,Bachelors,14,Manager,Education,New York,Medium,1,39,34,CDC488,89455.18673
4348,Bachelors,,Software Engineer,Education,Bangalore,Large,0,49,53,RIX986,89442.09459
4349,Masters,4,,Education,London,Medium,1,50,43,TTS243,
4350,Bachelors,10,Data Scientist,,San Francisco,Medium,4,55,53,SXC234,103148.1713
4351,Bachelors,,Software Engineer,Finance,London,Medium,,58,32,MFK892,81890.91857
4352,Bachelors,15,Analyst,Finance,Bangalore,Medium,2,51,32,JHB515,75646.56112
4353,Masters,15,Manager,Finance,New York,Large,0,56,51,CHM307,92444.98249
4354,Bachelors,11,Software Engineer,Healthcare,Bangalore,Medium,2,25,58,GSS389,91262.12322
4355,High School,0,Data Scientist,IT,Bangalore,Large,4,55,34,FNF638,86292.28497
4356,PhD,7,Software Engineer,Finance,London,Medium,0,29,36,RGZ044,92275.64357
4357,,5,,Healthcare,Bangalore,Small,4,25,,ZGF624,85527.41579
4358,PhD,18,Analyst,Finance,London,Medium,0,44,48,TFR420,97946.72291
4359,High School,12,Analyst,IT,San Francisco,Small,0,35,56,XAN069,83962.73434
4360,High School,16,Software Engineer,Healthcare,London,Small,1,33,47,CYW668,84497.70577
4361,High School,12,Manager,Education,London,Small,0,43,47,LXI463,86559.52467
4362,PhD,16,Data Scientist,Healthcare,London,Medium,2,36,39,IET384,123230.783
4363,PhD,3,Software Engineer,,Bangalore,Small,1,29,56,YAD531,66816.31294
4364,PhD,18,Software Engineer,Healthcare,New York,Large,1,54,47,ZZL147,92294.76125
4365,PhD,7,Analyst,,London,Medium,1,32,40,AND851,99037.61025
4366,PhD,11,Analyst,IT,Bangalore,Small,2,46,35,IBI950,82920.45251
4367,Bachelors,5,Analyst,Healthcare,London,Small,1,49,35,HKY759,77544.2935
4368,Bachelors,10,Manager,Finance,New York,Small,1,51,,FOF455,87418.76575
4369,PhD,6,Manager,IT,San Francisco,Medium,0,27,38,YUW081,98879.48995
4370,Masters,7,Manager,IT,Bangalore,Small,0,58,48,OBE866,84667.19142
4371,Bachelors,18,Analyst,Education,San Francisco,Large,2,50,52,GAP455,92838.28863
4372,High School,12,Data Scientist,Finance,New York,,4,47,33,,80148.21088
4373,Masters,15,Analyst,IT,New York,Small,4,47,39,TMM564,82074.50057
4374,PhD,3,Software Engineer,Education,London,Medium,0,,58,XKE328,79420.70857
4375,Masters,13,Analyst,IT,New York,Small,0,36,59,HDC230,73180.84511
4376,High School,9,Data Scientist,Finance,San Francisco,Small,0,56,40,QIU721,88827.23536
4377,High School,8,Data Scientist,Finance,Bangalore,Small,1,52,31,YHE124,80937.86019
4378,Bachelors,9,Manager,IT,San Francisco,Large,3,42,48,QBV344,92921.15045
4379,PhD,7,Software Engineer,Finance,New York,Small,2,33,57,OIR709,
4380,Bachelors,9,Analyst,Finance,Bangalore,,3,34,43,,74574.03139
4381,PhD,5,Software Engineer,Healthcare,Bangalore,Medium,0,54,35,RWY885,70021.29486
4382,PhD,9,Software Engineer,Finance,Bangalore,Small,3,40,56,NID213,88667.74977
4383,PhD,14,Manager,IT,New York,Small,2,39,36,MBD058,106668.2928
4384,Bachelors,11,Software Engineer,Finance,New York,Large,4,59,32,TZG605,76011.63836
4385,,11,Manager,Healthcare,San Francisco,Small,3,32,41,WQB403,107244.6979
4386,High School,8,Data Scientist,IT,London,Large,2,30,44,ZUA650,86007.24765
4387,PhD,16,Analyst,Healthcare,San Francisco,Small,2,48,36,RPS605,112121.2025
4388,PhD,2,Software Engineer,Healthcare,London,,0,49,,,75449.9318
4389,High School,17,Data Scientist,Education,New York,Small,0,28,30,ZRD499,99336.22821
4390,High School,,Analyst,Education,London,Small,1,46,38,BWX378,74658.53284
4391,Bachelors,7,Analyst,IT,San Francisco,Large,3,35,48,WMT431,74788.12543
4392,PhD,17,Data Scientist,Finance,Bangalore,Small,3,35,51,GQJ765,102298.9891
4393,Masters,5,Software Engineer,Finance,Bangalore,Medium,1,57,50,GVA381,68299.13266
4394,Bachelors,5,Analyst,Education,New York,Small,4,33,51,YRD348,58784.0365
4395,Bachelors,12,Software Engineer,,New York,Large,3,,43,AFQ511,70324.58261
4396,PhD,,Data Scientist,IT,Bangalore,Large,3,51,34,SZL340,91944.31075
4397,High School,16,Manager,IT,London,Medium,2,33,38,ZKU774,90282.83655
4398,Masters,0,,IT,San Francisco,Small,0,58,47,DLK331,93292.92153
4399,Bachelors,8,Data Scientist,IT,San Francisco,Small,3,35,57,FTZ669,85339.77172
4400,Masters,3,Data Scientist,IT,Bangalore,Large,3,56,54,URD720,87331.96335
4401,High School,4,Software Engineer,Education,New York,Large,2,43,33,JAM081,62152.83517
4402,High School,2,Software Engineer,IT,London,Medium,,27,42,XIJ222,62050.78914
4403,High School,4,Data Scientist,Finance,San Francisco,Small,4,42,,PIX312,87656.32203
4404,,1,Software Engineer,Healthcare,Bangalore,Medium,3,47,32,WAH505,52522.54124
4405,PhD,2,,Finance,London,Small,0,53,37,IQD921,94236.14465
4406,High School,10,Analyst,Finance,London,Medium,,44,33,PQF243,
4407,Bachelors,1,Analyst,Healthcare,London,Medium,0,,39,MZO548,69736.90506
4408,Bachelors,10,Analyst,IT,London,Medium,3,54,52,PUK223,72039.46588
4409,High School,12,Data Scientist,Finance,London,Small,2,33,48,WYL750,114950.0471
4410,Bachelors,13,Manager,Education,Bangalore,Medium,4,57,42,DDK224,108501.4915
4411,High School,13,Data Scientist,IT,Bangalore,,0,44,47,,80317.94573
4412,Masters,15,Analyst,Finance,New York,Medium,4,,37,EML533,84631.0815
4413,High School,19,Analyst,Healthcare,New York,,4,53,57,,88689.22102
4414,High School,17,Manager,Finance,New York,Small,2,48,37,WRX147,103986.8096
4415,High School,2,Analyst,Education,Bangalore,Large,,,55,XSL411,49845.84611
4416,Masters,8,Manager,Healthcare,New York,Large,0,47,55,WQR108,78626.50607
4417,Masters,19,Data Scientist,IT,Bangalore,Large,4,29,41,SOG162,101349.4848
4418,High School,6,Analyst,Finance,Bangalore,Small,1,25,55,WHG777,55962.42531
4419,PhD,,Data Scientist,Education,San Francisco,Medium,1,43,31,PIN802,107245.8394
4420,Masters,9,Software Engineer,IT,London,Large,3,38,39,VNH094,79168.81501
4421,Masters,18,Analyst,Finance,San Francisco,Large,3,57,36,AVZ626,110947.5295
4422,PhD,1,Software Engineer,Education,San Francisco,Small,2,49,30,THC276,96192.35535
4423,High School,3,Analyst,IT,London,Small,4,50,54,UKU326,63280.63894
4424,Bachelors,18,Manager,Education,New York,Medium,,30,45,ZWQ844,97208.54836
4425,High School,11,Manager,Finance,London,Medium,3,44,38,AFA968,88025.36706
4426,Bachelors,15,Analyst,IT,London,Medium,2,34,44,REC919,77052.71669
4427,High School,2,Analyst,Finance,London,Small,1,48,45,HLG306,58979.5227
4428,High School,3,Software Engineer,IT,London,Medium,0,38,39,HPP877,71635.5734
4429,Bachelors,10,Software Engineer,Finance,Bangalore,Small,3,42,51,IWK382,64592.3253
4430,High School,13,Data Scientist,Education,New York,Medium,2,50,42,NFH844,86703.16261
4431,PhD,6,Data Scientist,Education,New York,Small,1,43,50,OBK057,92165.41803
4432,High School,4,Software Engineer,Education,London,Medium,0,25,39,CQB757,76840.17592
4433,High School,13,Analyst,Healthcare,San Francisco,Large,0,,40,QND020,79563.11524
4434,PhD,14,Software Engineer,Healthcare,San Francisco,Large,4,59,30,QZO334,117816.5042
4435,PhD,7,Software Engineer,IT,Bangalore,Medium,0,51,34,KFU992,90959.92553
4436,Bachelors,6,Analyst,IT,London,Large,3,36,47,QFZ397,63584.68209
4437,,4,Analyst,IT,San Francisco,Small,3,35,,KXJ889,
4438,Bachelors,0,Software Engineer,Finance,San Francisco,Small,3,26,32,IXU882,
4439,High School,13,Manager,IT,San Francisco,Small,0,45,,VYY062,92128.64165
4440,High School,9,Manager,Healthcare,London,Small,1,22,52,ZWY258,85156.55191
4441,,7,Software Engineer,Finance,Bangalore,Small,0,29,,YIP573,71308.97113
4442,Bachelors,0,Manager,Education,San Francisco,Small,2,38,58,RAL910,84140.15351
4443,Masters,,Manager,Finance,New York,Small,0,40,46,UUP000,79630.35185
4444,Masters,17,Manager,Education,San Francisco,Small,1,45,56,VPL403,
4445,High School,8,Data Scientist,Finance,San Francisco,,2,48,50,,91596.65433
4446,Masters,9,Data Scientist,Finance,London,,0,28,44,,99355.66895
4447,PhD,14,Analyst,Education,Bangalore,Small,2,46,31,YLJ162,83060.23716
4448,PhD,17,Manager,Education,Bangalore,Large,3,52,51,RTQ072,108788.9311
4449,High School,17,Data Scientist,Healthcare,San Francisco,Large,0,29,53,CED203,112846.8301
4450,High School,12,Analyst,Finance,Bangalore,Medium,4,49,37,UOU010,67567.95721
4451,High School,9,Software Engineer,Finance,Bangalore,Large,1,49,47,WJC938,65565.96807
4452,Bachelors,17,Data Scientist,Education,Bangalore,Large,3,22,37,FLW490,94823.06282
4453,Bachelors,8,Data Scientist,IT,London,,1,47,57,,74038.2383
4454,Bachelors,15,Software Engineer,Healthcare,San Francisco,Large,4,56,46,OCB871,106983.9825
4455,High School,15,Software Engineer,Education,Bangalore,Medium,4,37,49,YWP972,77165.50918
4456,Masters,14,Data Scientist,Finance,San Francisco,Large,3,29,40,MQX537,108303.8037
4457,Masters,6,Data Scientist,Education,London,Medium,4,,57,WQG988,91794.64811
4458,High School,5,Manager,,Bangalore,Medium,3,26,47,QXQ099,72215.28425
4459,,10,Manager,Finance,New York,Small,1,50,54,YCJ257,87715.98473
4460,Masters,0,Analyst,Healthcare,London,Medium,1,48,58,FMQ903,70171.45914
4461,High School,7,Data Scientist,Education,London,Large,1,46,42,NOK932,95551.99751
4462,PhD,14,Data Scientist,Education,London,Large,4,50,41,QHA290,109391.6101
4463,Masters,6,Data Scientist,IT,San Francisco,Medium,4,53,42,XGU456,104566.7693
4464,PhD,17,Analyst,IT,London,Medium,3,27,38,TND384,116108.4237
4465,High School,1,Software Engineer,Finance,San Francisco,Small,1,34,50,GMB747,70471.5172
4466,High School,14,Analyst,,New York,Small,3,38,54,INC373,69588.45916
4467,,9,Analyst,IT,London,Medium,4,49,52,WBT992,76199.8143
4468,,8,Manager,Healthcare,San Francisco,Medium,1,33,47,LJC806,103907.5866
4469,,16,Data Scientist,Finance,London,Medium,3,52,42,LKS955,100161.8027
4470,Bachelors,17,Manager,Finance,Bangalore,Medium,2,32,51,SYZ960,80495.73372
4471,High School,6,Data Scientist,Education,New York,Small,4,36,37,HWY301,74586.81585
4472,Bachelors,5,Software Engineer,Finance,Bangalore,Large,4,26,42,EMO653,57165.2911
4473,Masters,,Manager,Education,New York,Large,0,38,35,MPG304,95425.93359
4474,Masters,8,Data Scientist,Finance,London,Medium,3,32,47,AAC597,98964.53812
4475,Bachelors,1,Analyst,Healthcare,San Francisco,Large,0,46,59,YNK425,63646.32282
4476,,12,Data Scientist,IT,London,Large,3,56,59,HHX688,102670.357
4477,High School,13,Analyst,Education,Bangalore,Small,1,56,30,MSP448,71704.33818
4478,High School,12,Data Scientist,IT,Bangalore,Large,3,43,31,WMS795,78553.04196
4479,High School,13,Data Scientist,IT,London,Small,0,52,53,XBK624,90110.04901
4480,High School,9,Data Scientist,IT,Bangalore,Medium,0,38,33,MYL414,75291.86504
4481,PhD,,Data Scientist,IT,London,Medium,4,51,36,PSI336,108520.6803
4482,Masters,0,Manager,Finance,Bangalore,Small,4,46,40,IDH908,72076.32663
4483,PhD,7,Data Scientist,Finance,New York,Large,2,27,39,PKA340,93089.9607
4484,Masters,18,Manager,Finance,London,Small,1,51,56,NAN509,94398.85745
4485,Bachelors,18,Analyst,Finance,San Francisco,Small,1,54,52,NKN776,100329.1361
4486,High School,14,Software Engineer,IT,Bangalore,Small,0,45,41,NCO165,80386.45911
4487,High School,18,Analyst,Finance,Bangalore,Large,4,57,43,CVV305,79369.43139
4488,High School,9,Analyst,Healthcare,London,Medium,1,54,45,YBA353,72407.84124
4489,,10,Software Engineer,IT,Bangalore,Small,3,56,,MBT287,80737.69447
4490,Masters,13,Software Engineer,IT,New York,Medium,4,,34,QPM061,79129.66251
4491,High School,,Software Engineer,Healthcare,London,Small,0,31,50,LMY614,64095.31852
4492,High School,10,Software Engineer,IT,San Francisco,Small,2,31,52,DCC426,78407.08822
4493,PhD,12,Analyst,Education,Bangalore,Medium,0,28,54,GEI698,81542.35146
4494,PhD,1,Data Scientist,Healthcare,San Francisco,Large,1,49,57,OQE047,101863.5321
4495,Masters,12,Analyst,IT,London,Small,2,31,37,LYY989,94695.83292
4496,Masters,15,,,San Francisco,Small,0,38,33,UST368,116095.7541
4497,Bachelors,2,Data Scientist,Healthcare,New York,Medium,0,24,44,VGN616,59102.85903
4498,PhD,11,Software Engineer,Education,Bangalore,Medium,4,52,48,QGX495,84387.91448
4499,Masters,18,Software Engineer,Education,London,Medium,3,44,56,ZOY542,109713.9531
4500,Masters,19,Software Engineer,Healthcare,London,Small,4,52,52,WBN825,94200.41738
4501,High School,18,Software Engineer,IT,New York,Small,,59,54,PBD964,84726.47818
4502,High School,12,Manager,Education,Bangalore,Large,4,22,50,LEV436,
4503,High School,7,Data Scientist,IT,London,Medium,4,46,48,JWY862,89405.83191
4504,PhD,13,Data Scientist,Education,London,Medium,3,31,45,JZN955,101313.7973
4505,Masters,11,Manager,IT,San Francisco,Small,,,47,JAJ789,111712.8715
4506,Masters,2,Software Engineer,IT,London,Medium,0,31,52,MTO471,63646.94448
4507,Bachelors,16,Software Engineer,Healthcare,London,Large,2,59,59,XZU438,84170.51717
4508,Masters,16,,Finance,London,Medium,3,23,48,NOO298,117188.9295
4509,Masters,12,Manager,Healthcare,Bangalore,Large,0,29,40,FJR371,88227.00647
4510,High School,17,Software Engineer,Finance,Bangalore,Small,0,56,42,KZK838,80054.29698
4511,,8,Analyst,Education,Bangalore,Large,,35,51,WBG735,
4512,High School,11,Data Scientist,Healthcare,London,Small,4,23,34,RRY184,89180.5414
4513,PhD,13,Software Engineer,Education,New York,Small,,35,40,MTJ172,98782.44443
4514,Bachelors,7,Data Scientist,Healthcare,London,Small,2,29,33,UMZ411,85403.95894
4515,Masters,18,Analyst,IT,San Francisco,,0,52,31,,96532.12559
4516,High School,,Manager,IT,Bangalore,Medium,,25,41,DBA744,86977.19549
4517,Bachelors,12,Analyst,Finance,Bangalore,Large,1,48,39,DJQ000,66828.17889
4518,Bachelors,5,Analyst,Education,London,,4,44,53,,81783.13851
4519,PhD,0,Manager,IT,London,Medium,2,29,31,DDO084,82513.79383
4520,,15,Data Scientist,,London,Small,4,48,36,UUQ349,93303.6932
4521,High School,18,Analyst,IT,New York,Medium,1,22,35,SYB463,80703.02149
4522,Bachelors,14,Software Engineer,IT,New York,Large,2,,42,SXM381,68130.77611
4523,High School,13,Manager,,Bangalore,Medium,2,40,39,CAX549,75617.11591
4524,Masters,16,Software Engineer,Finance,San Francisco,Medium,0,32,52,GIH851,102666.2631
4525,Bachelors,,Software Engineer,Education,San Francisco,Medium,3,32,32,DGY339,82576.26361
4526,Bachelors,3,Software Engineer,Finance,San Francisco,Large,4,26,34,POJ904,76642.44554
4527,Bachelors,6,,Healthcare,Bangalore,Small,3,44,35,UNN112,77502.76226
4528,PhD,11,Analyst,Healthcare,San Francisco,Large,1,32,31,GRT913,
4529,PhD,11,,IT,Bangalore,Medium,4,56,43,RFW025,95555.24367
4530,High School,17,Data Scientist,Education,San Francisco,Small,0,37,55,VJF404,101817.153
4531,PhD,18,Analyst,IT,New York,Medium,4,45,55,QCF334,87576.62746
4532,,9,Software Engineer,Finance,Bangalore,Large,,46,50,UFS775,60447.64935
4533,High School,14,Analyst,IT,London,Medium,0,,35,KGW283,87128.21057
4534,Masters,17,Data Scientist,Healthcare,New York,Medium,3,,45,HTS274,88527.71077
4535,High School,15,Manager,Finance,Bangalore,Medium,3,24,48,QJN268,89291.85719
4536,Masters,10,Analyst,Healthcare,Bangalore,Medium,2,29,43,DBJ892,79247.9597
4537,PhD,18,Manager,Healthcare,Bangalore,Large,2,42,50,MYY373,99885.65648
4538,Masters,,Manager,Education,Bangalore,Small,3,47,50,LBT740,92548.70802
4539,PhD,16,Software Engineer,Education,Bangalore,Small,1,35,,LFG518,93506.44537
4540,Masters,9,Data Scientist,Education,Bangalore,Medium,1,,38,RJV485,84223.26503
4541,Bachelors,11,Software Engineer,Healthcare,New York,Medium,4,59,31,HXE510,64837.31267
4542,Masters,12,Software Engineer,,London,Medium,,22,39,FLK343,109056.4266
4543,Masters,3,Software Engineer,Education,New York,Small,1,57,52,YSR915,60878.25435
4544,Masters,12,Manager,Finance,London,Medium,3,45,51,XWQ714,108009.8317
4545,High School,11,Data Scientist,Education,London,,0,49,43,,87169.59079
4546,Bachelors,2,Software Engineer,Education,New York,Medium,0,47,38,EDB587,49776.4767
4547,Masters,6,Analyst,Healthcare,Bangalore,,2,29,32,,73780.27417
4548,Masters,5,,Education,London,Small,1,56,59,SCW864,91349.182
4549,Masters,10,Analyst,Finance,San Francisco,Medium,3,40,44,YJP338,100849.1776
4550,High School,2,Manager,Education,San Francisco,Small,3,53,54,ARV353,84463.26303
4551,High School,4,Software Engineer,Healthcare,New York,Small,1,34,39,KFN832,56581.90356
4552,PhD,19,,IT,San Francisco,Medium,3,54,41,NHL074,106549.8254
4553,High School,7,Analyst,Education,New York,Small,0,41,53,GHI173,67985.62423
4554,High School,12,Software Engineer,Finance,New York,Small,2,56,31,SCX045,68091.81546
4555,Masters,17,Software Engineer,IT,San Francisco,Small,0,50,49,JBS183,104774.2695
4556,PhD,0,Software Engineer,Finance,London,Small,3,42,52,GOU340,81298.39476
4557,PhD,6,Data Scientist,IT,San Francisco,Small,4,41,57,VHR911,
4558,PhD,11,Software Engineer,Education,New York,Large,3,42,43,LAY895,87541.97185
4559,PhD,2,Data Scientist,IT,San Francisco,Small,3,53,53,SRD203,93767.35268
4560,High School,18,Data Scientist,IT,Bangalore,Medium,0,41,51,KVE079,101497.5838
4561,Bachelors,5,Software Engineer,Education,London,Small,0,37,54,VYY696,73140.89328
4562,,2,Software Engineer,Education,New York,Small,2,54,43,LDN569,52827.45404
4563,Masters,19,Analyst,Finance,New York,Medium,4,54,48,NAV063,88314.65771
4564,PhD,15,Analyst,Finance,Bangalore,Large,4,34,48,ULG289,93213.81036
4565,PhD,19,Software Engineer,,San Francisco,Medium,2,55,57,ZIB484,132488.6353
4566,PhD,0,Data Scientist,Education,New York,Large,3,,,TXE499,80699.60123
4567,High School,15,,Education,San Francisco,Medium,,36,56,HWH490,94323.04099
4568,High School,0,Data Scientist,IT,Bangalore,Small,4,41,33,QGB370,80703.31652
4569,High School,18,Data Scientist,Healthcare,Bangalore,Small,1,29,45,HIA428,91118.87005
4570,Bachelors,9,Manager,Finance,New York,Medium,0,31,51,OYQ979,74985.3664
4571,Bachelors,6,Manager,Education,Bangalore,Small,1,58,43,XHV851,83584.08587
4572,High School,0,Analyst,Healthcare,New York,Large,0,47,55,HWA579,55660.92213
4573,Masters,6,Analyst,Healthcare,Bangalore,Small,0,33,34,YZJ356,78671.92948
4574,Bachelors,15,Software Engineer,Healthcare,New York,Medium,0,46,48,NOQ282,71018.05909
4575,PhD,13,Data Scientist,IT,Bangalore,Small,,58,51,YDS530,92132.2758
4576,High School,3,Analyst,IT,London,Small,4,46,58,WST048,62388.75518
4577,Bachelors,3,Manager,Healthcare,London,Small,3,29,49,RJW961,92512.98523
4578,High School,17,Data Scientist,Finance,Bangalore,Medium,0,32,44,ZIP893,82032.36863
4579,High School,9,Manager,Education,San Francisco,Small,1,,55,USU630,87351.66439
4580,PhD,3,,Finance,San Francisco,Large,1,34,39,RDW336,97686.15898
4581,High School,9,,IT,London,Small,3,42,56,SIR410,70877.55323
4582,High School,18,Manager,IT,San Francisco,Small,2,30,48,KZQ426,104914.3111
4583,,7,Analyst,Education,Bangalore,Small,4,53,58,OHX481,63008.84252
4584,Masters,9,Analyst,Education,New York,Medium,1,53,31,IXH182,72054.03824
4585,Masters,15,Manager,Education,New York,Small,3,48,46,XHA068,85867.87382
4586,Masters,15,Manager,IT,New York,Large,2,51,,UAE493,89887.7874
4587,Bachelors,15,Manager,Education,San Francisco,Small,1,28,48,NYQ913,101802.9458
4588,PhD,,Software Engineer,Healthcare,San Francisco,Large,4,50,51,NCT042,100067.1307
4589,High School,14,Analyst,Finance,London,Large,1,55,47,SGE508,112305.947
4590,High School,12,Data Scientist,Healthcare,Bangalore,,0,45,33,,81739.10086
4591,High School,1,,Finance,San Francisco,Large,0,54,32,URE330,72396.07648
4592,Masters,,Data Scientist,Finance,Bangalore,Medium,0,36,37,SKT731,
4593,Masters,4,Software Engineer,Healthcare,San Francisco,Small,1,50,46,TFY354,79260.7177
4594,PhD,15,Manager,Education,San Francisco,Small,4,,33,DYU238,115817.9121
4595,PhD,19,Manager,Finance,Bangalore,Large,3,,35,EVI658,105606.4826
4596,Bachelors,11,Software Engineer,IT,San Francisco,Medium,1,32,39,IAB865,89887.68018
4597,Bachelors,0,Analyst,Finance,New York,Medium,0,45,59,SEY980,49718.39825
4598,Masters,10,Analyst,Healthcare,Bangalore,Medium,2,27,53,TJC677,82749.92276
4599,PhD,9,Manager,Education,San Francisco,Small,0,,42,KUQ783,110430.4207
4600,High School,17,Software Engineer,Healthcare,London,Medium,0,,47,TSC300,88706.57418
4601,,11,Data Scientist,IT,San Francisco,Small,1,24,57,QSO006,95300.2622
4602,PhD,1,Data Scientist,,London,Medium,1,58,32,MVB661,93627.54325
4603,High School,8,Software Engineer,Healthcare,Bangalore,Medium,4,34,57,SNB206,66507.42981
4604,Bachelors,19,Data Scientist,IT,New York,Large,3,39,48,PLE554,92264.06808
4605,PhD,16,Data Scientist,Education,New York,Large,,50,42,MFY306,100025.7472
4606,High School,3,Software Engineer,Education,New York,Small,4,24,31,CPV953,70107.39326
4607,PhD,5,Data Scientist,Education,New York,Medium,1,56,32,UWG792,86454.64415
4608,Bachelors,10,Manager,IT,Bangalore,Large,3,53,53,UHR353,
4609,High School,3,Manager,Education,New York,Large,2,29,42,HWP601,63213.42536
4610,Masters,1,Analyst,Finance,Bangalore,Small,2,48,57,FCI427,54580.48051
4611,High School,3,Manager,Finance,Bangalore,Large,3,55,56,WEE592,66073.32096
